,Unnamed: 0,id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default_time,payoff_time,status_time
33579,33579,3520,30,23,26,144,207937.17,83.427055232,7.25,212.73,2.2742178006,4.7,0,0,1,0,208000.0,729,80.0,7.25,221.91,0,0,0
33580,33580,3520,31,23,26,144,207937.17,88.440910248,7.25,200.67,1.8506891663,4.7,0,0,1,0,208000.0,729,80.0,7.25,221.91,0,0,0
33581,33581,3520,32,23,26,144,207935.02,95.353825258,7.25,186.12,1.1041627602,5.0,0,0,1,0,208000.0,729,80.0,7.25,221.91,0,0,0
33582,33582,3520,33,23,26,144,207935.02,98.311843325,9.25,180.52,0.8368586627,5.0,0,0,1,0,208000.0,729,80.0,7.25,221.91,1,0,1
33583,33583,3521,26,23,26,144,560000.0,78.866281653,7.5,225.1,2.1513648831,4.7,0,0,1,0,560000.0,570,80.0,7.5,221.91,0,0,0
33584,33584,3521,27,23,26,144,560000.0,79.827330366,7.5,222.39,2.3617217155,4.4,0,0,1,0,560000.0,570,80.0,7.5,221.91,0,0,0
33585,33585,3521,28,23,26,144,560000.0,80.815769108,7.5,219.67,1.2291722496,4.6,0,0,1,0,560000.0,570,80.0,7.5,221.91,0,1,2
33588,33588,3523,27,23,27,144,101539.87,84.433924456,8.3,222.39,2.3617217155,4.4,0,1,0,0,102000.0,525,85.0,8.3,221.91,0,0,0
33589,33589,3523,28,23,27,144,101335.78,85.307593738,8.3,219.67,1.2291722496,4.6,0,1,0,0,102000.0,525,85.0,8.3,221.91,0,0,0
33590,33590,3523,29,23,27,144,101127.43,86.032985199,8.3,217.37,1.6929686703,4.5,0,1,0,0,102000.0,525,85.0,8.3,221.91,0,0,0
33591,33591,3523,30,23,27,144,100914.72,87.724602059,8.3,212.73,2.2742178006,4.7,0,1,0,0,102000.0,525,85.0,8.3,221.91,0,1,2
33592,33592,3524,27,23,27,144,85138.92,89.426482813,8.625,222.39,2.3617217155,4.4,0,0,1,0,85500.0,587,90.0,8.625,221.91,0,0,0
33593,33593,3524,28,23,27,144,84978.55,90.363248368,8.625,219.67,1.2291722496,4.6,0,0,1,0,85500.0,587,90.0,8.625,221.91,0,1,2
33594,33594,3525,27,23,27,144,228427.55,89.386085777,8.125,222.39,2.3617217155,4.4,0,1,0,0,229500.0,546,90.0,8.125,221.91,0,0,0
33595,33595,3525,28,23,27,144,227952.19,90.304566445,8.125,219.67,1.2291722496,4.6,0,1,0,0,229500.0,546,90.0,8.125,221.91,0,0,0
33596,33596,3525,29,23,27,144,227629.9,91.131054413,8.125,217.37,1.6929686703,4.5,0,1,0,0,229500.0,546,90.0,8.125,221.91,0,0,0
33597,33597,3525,30,23,27,144,227138.22,92.917640054,8.125,212.73,2.2742178006,4.7,0,1,0,0,229500.0,546,90.0,8.125,221.91,1,0,1
33622,33622,3529,26,23,26,144,178159.19,63.884928353,7.45,225.1,2.1513648831,4.7,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33623,33623,3529,27,23,26,144,177744.7,64.512976895,7.45,222.39,2.3617217155,4.4,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33624,33624,3529,28,23,26,144,177322.45,65.156635527,7.45,219.67,1.2291722496,4.6,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33625,33625,3529,29,23,26,144,177036.56,65.739899286,7.45,217.37,1.6929686703,4.5,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33626,33626,3529,30,23,26,144,177036.56,67.173797338,7.45,212.73,2.2742178006,4.7,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33627,33627,3529,31,23,26,144,176306.16,70.917058458,7.45,200.67,1.8506891663,4.7,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33628,33628,3529,32,23,26,144,175705.34,76.200460232,7.45,186.12,1.1041627602,5.0,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33629,33629,3529,33,23,26,144,175211.4,78.343453592,10.45,180.52,0.8368586627,5.0,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33630,33630,3529,34,23,26,144,174818.75,81.401019116,10.45,173.35,-0.314447747,5.8,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33631,33631,3529,35,23,26,144,174505.0,86.899510557,9.45,162.09,-2.805844087,6.5,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33632,33632,3529,36,23,26,144,177825.47,94.755482267,7.94,151.48,-3.516567987,7.8,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33633,33633,3529,37,23,26,144,177504.91,93.431273379,7.94,153.35,-4.146710947,9.0,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33634,33634,3529,38,23,26,144,177347.65,90.161820229,7.94,158.77,-3.339549297,9.5,0,1,0,0,178700.0,553,65.0,7.45,221.91,0,0,0
33635,33635,3529,39,23,26,144,176869.6,90.265587866,7.94,158.16,-0.241080652,10.0,0,1,0,0,178700.0,553,65.0,7.94,221.91,0,0,0
33636,33636,3529,40,23,26,144,176869.6,91.392390864,7.94,156.21,1.5859655122,9.8,0,1,0,0,178700.0,553,65.0,7.94,221.91,1,0,1
33637,33637,3530,26,23,26,144,111798.87,78.724653302,9.99,225.1,2.1513648831,4.7,0,0,1,0,112000.0,558,80.0,9.99,221.91,0,0,0
33638,33638,3530,27,23,26,144,111643.59,79.573301269,9.99,222.39,2.3617217155,4.4,0,0,1,0,112000.0,558,80.0,9.99,221.91,0,0,0
33639,33639,3530,28,23,26,144,111484.38,80.443713511,9.99,219.67,1.2291722496,4.6,0,0,1,0,112000.0,558,80.0,9.99,221.91,0,1,2
33640,33640,3531,26,23,26,144,156554.04,68.61537292,8.5,225.1,2.1513648831,4.7,0,1,0,0,157000.0,548,69.8,8.5,221.91,0,0,0
33641,33641,3531,27,23,26,144,156257.12,69.319784559,8.5,222.39,2.3617217155,4.4,0,1,0,0,157000.0,548,69.8,8.5,221.91,0,0,0
33642,33642,3531,28,23,26,144,155953.84,70.04190771,8.5,219.67,1.2291722496,4.6,0,1,0,0,157000.0,548,69.8,8.5,221.91,0,1,2
33643,33643,3532,26,23,26,144,299000.0,56.78372279,6.75,225.1,2.1513648831,4.7,0,0,1,0,299000.0,626,57.6,6.75,221.91,0,1,2
33644,33644,3533,26,23,26,144,66117.88,78.531194975,6.875,225.1,2.1513648831,4.7,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33645,33645,3533,27,23,26,144,66002.75,79.349748935,6.875,222.39,2.3617217155,4.4,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33646,33646,3533,28,23,26,144,65827.57,80.119061718,6.875,219.67,1.2291722496,4.6,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33647,33647,3533,29,23,26,144,65649.37,80.747621465,6.875,217.37,1.6929686703,4.5,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33648,33648,3533,30,23,26,144,65468.09,82.281028511,6.875,212.73,2.2742178006,4.7,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33649,33649,3533,31,23,26,144,65283.68,86.980311311,6.875,200.67,1.8506891663,4.7,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33650,33650,3533,32,23,26,144,65096.07,93.510527563,6.875,186.12,1.1041627602,5.0,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33651,33651,3533,33,23,26,144,64931.02,96.166914377,9.625,180.52,0.8368586627,5.0,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33652,33652,3533,34,23,26,144,64814.62,99.964987084,9.625,173.35,-0.314447747,5.8,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33653,33653,3533,35,23,26,144,64687.13,106.69902277,8.625,162.09,-2.805844087,6.5,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33654,33654,3533,36,23,26,144,64540.04,113.91284926,8.625,151.48,-3.516567987,7.8,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33655,33655,3533,37,23,26,144,64379.85,112.24447196,7.625,153.35,-4.146710947,9.0,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33656,33656,3533,38,23,26,144,64196.5,108.10398094,7.625,158.77,-3.339549297,9.5,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33657,33657,3533,39,23,26,144,64001.06,108.1905408,6.875,158.16,-0.241080652,10.0,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33658,33658,3533,40,23,26,144,63784.82,109.17099862,6.875,156.21,1.5859655122,9.8,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33659,33659,3533,41,23,26,144,63564.85,105.51837947,6.875,161.06,2.6824968062,9.9,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33660,33660,3533,42,23,26,144,62329.58,103.50637655,6.875,161.0,3.0294986398,9.4,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33661,33661,3533,43,23,26,144,61690.41,105.70134074,6.875,156.04,2.6941105489,9.4,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33662,33662,3533,44,23,26,144,61354.5,108.69940909,6.875,150.91,1.8755149375,9.2,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33663,33663,3533,45,23,26,144,61117.53,105.51088773,6.875,154.87,1.6391549258,9.1,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33664,33664,3533,46,23,26,144,60883.73,104.60742933,6.875,155.61,1.1759090317,9.0,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33665,33665,3533,47,23,26,144,59940.66,107.13879876,6.875,149.58,1.6681823188,8.8,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33666,33666,3533,48,23,26,144,59285.19,108.23198438,6.875,146.45,2.7159028846,8.3,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33667,33667,3533,49,23,26,144,59028.76,101.85887838,6.875,154.94,2.4566338212,8.2,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33668,33668,3533,50,23,26,144,58783.06,98.882118467,6.875,158.94,2.3664098989,8.2,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33669,33669,3533,51,23,26,144,58533.11,98.672742218,6.875,158.6,1.2690442628,7.8,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33670,33670,3533,52,23,26,144,58278.84,96.701513815,6.875,161.13,1.0810494182,8.0,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33671,33671,3533,53,23,26,144,58020.17,89.578775399,6.875,173.17,0.8929961554,7.6,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33672,33672,3533,54,23,26,144,57757.04,85.803221196,6.875,179.97,1.5073587076,7.3,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33673,33673,3533,55,23,26,144,57489.35,85.358114806,6.875,180.07,2.4222748689,7.2,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33674,33674,3533,56,23,26,144,57217.04,84.31698472,6.875,181.43,1.7170529058,6.6,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33675,33675,3533,57,23,26,144,56940.02,81.322468323,6.875,187.2,2.5560517331,6.2,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33676,33676,3533,58,23,26,144,56658.21,80.417375065,6.875,188.37,2.8685938252,6.2,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33677,33677,3533,59,23,26,144,56371.52,80.317458504,6.875,187.65,2.4436475652,5.7,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33678,33678,3533,60,23,26,144,56079.88,78.988503825,6.875,189.82,2.8363581757,5.7,0,0,1,0,66400.0,804,80.0,6.875,221.91,0,0,0
33679,33679,3534,26,23,26,144,89534.79,93.403121241,9.25,225.1,2.1513648831,4.7,0,0,1,0,89775.0,596,95.0,9.25,221.91,0,0,0
33680,33680,3534,27,23,26,144,89435.19,94.43614363,9.25,222.39,2.3617217155,4.4,0,0,1,0,89775.0,596,95.0,9.25,221.91,0,0,0
33681,33681,3534,28,23,26,144,89232.57,95.388872673,9.25,219.67,1.2291722496,4.6,0,0,1,0,89775.0,596,95.0,9.25,221.91,0,0,0
33682,33682,3534,29,23,26,144,89129.23,96.286547378,9.25,217.37,1.6929686703,4.5,0,0,1,0,89775.0,596,95.0,9.25,221.91,0,0,0
33683,33683,3534,30,23,26,144,89025.79,98.272535441,9.25,212.73,2.2742178006,4.7,0,0,1,0,89775.0,596,95.0,9.25,221.91,0,0,0
33684,33684,3534,31,23,26,144,88814.08,103.93083959,9.25,200.67,1.8506891663,4.7,0,0,1,0,89775.0,596,95.0,9.25,221.91,0,0,0
33685,33685,3534,32,23,26,144,88760.13,111.98760343,9.25,186.12,1.1041627602,5.0,0,0,1,0,89775.0,596,95.0,9.25,221.91,0,0,0
33686,33686,3534,33,23,26,144,88595.76,115.2478091,9.25,180.52,0.8368586627,5.0,0,0,1,0,89775.0,596,95.0,9.25,221.91,1,0,1
33687,33687,3535,26,23,26,144,150500.0,69.007996446,8.625,225.1,2.1513648831,4.7,0,0,1,0,150500.0,706,70.0,8.625,221.91,0,0,0
33688,33688,3535,27,23,26,144,150500.0,69.84891407,8.625,222.39,2.3617217155,4.4,0,0,1,0,150500.0,706,70.0,8.625,221.91,0,0,0
33689,33689,3535,28,23,26,144,150500.0,70.71379797,8.625,219.67,1.2291722496,4.6,0,0,1,0,150500.0,706,70.0,8.625,221.91,0,0,0
33690,33690,3535,29,23,26,144,150500.0,71.462023278,8.625,217.37,1.6929686703,4.5,0,0,1,0,150500.0,706,70.0,8.625,221.91,0,0,0
33691,33691,3535,30,23,26,144,150500.0,73.020730503,8.625,212.73,2.2742178006,4.7,0,0,1,0,150500.0,706,70.0,8.625,221.91,0,1,2
33697,33697,3537,26,23,26,144,163333.99,88.472146008,8.875,225.1,2.1513648831,4.7,0,0,1,0,163800.0,589,90.0,8.875,221.91,0,1,2
33698,33698,3538,26,24,26,144,476023.59,83.027718317,7.95,225.1,2.1513648831,4.7,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33699,33699,3538,27,24,26,144,475027.64,83.863647696,7.95,222.39,2.3617217155,4.4,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33700,33700,3538,28,24,26,144,474011.77,84.720497719,7.95,219.67,1.2291722496,4.6,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33701,33701,3538,29,24,26,144,472975.57,85.429767974,7.95,217.37,1.6929686703,4.5,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33702,33702,3538,30,24,26,144,471918.63,87.09806471,7.95,212.73,2.2742178006,4.7,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33703,33703,3538,31,24,26,144,470840.56,92.121614318,7.95,200.67,1.8506891663,4.7,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33704,33704,3538,32,24,26,144,469740.92,99.09128792,7.95,186.12,1.1041627602,5.0,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33705,33705,3538,33,24,26,144,468619.27,101.92129691,10.625,180.52,0.8368586627,5.0,0,0,1,0,477000.0,581,83.7,7.95,223.75,0,0,0
33706,33706,3538,34,24,26,144,467934.32,105.98177187,10.625,173.35,-0.314447747,5.8,0,0,1,0,477000.0,581,83.7,7.95,223.75,1,0,1
33707,33707,3539,26,24,26,144,183609.85,79.351600134,7.775,225.1,2.1513648831,4.7,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33708,33708,3539,27,24,26,144,183145.57,80.115467515,7.775,222.39,2.3617217155,4.4,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33709,33709,3539,28,24,26,144,182738.7,80.927288413,7.775,219.67,1.2291722496,4.6,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33710,33710,3539,29,24,26,144,182311.86,81.59255342,7.775,217.37,1.6929686703,4.5,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33711,33711,3539,30,24,26,144,181888.68,83.178702029,7.775,212.73,2.2742178006,4.7,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33712,33712,3539,31,24,26,144,181457.22,87.968464286,7.775,200.67,1.8506891663,4.7,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33713,33713,3539,32,24,26,144,181164.9,94.692639566,7.775,186.12,1.1041627602,5.0,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33714,33714,3539,33,24,26,144,180719.28,97.390001108,10.375,180.52,0.8368586627,5.0,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33715,33715,3539,34,24,26,144,180568.81,101.3337461,10.375,173.35,-0.314447747,5.8,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33716,33716,3539,35,24,26,144,185742.99,111.47857742,7.775,162.09,-2.805844087,6.5,0,0,1,0,184000.0,656,80.0,7.775,223.75,0,0,0
33717,33717,3539,36,24,26,144,185742.99,119.28678779,7.775,151.48,-3.516567987,7.8,0,0,1,0,184000.0,656,80.0,7.775,223.75,1,0,1
33718,33718,3540,26,23,26,144,300000.0,78.866281653,7.375,225.1,2.1513648831,4.7,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33719,33719,3540,27,23,26,144,300000.0,79.827330366,7.375,222.39,2.3617217155,4.4,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33720,33720,3540,28,23,26,144,300000.0,80.815769108,7.375,219.67,1.2291722496,4.6,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33721,33721,3540,29,23,26,144,300000.0,81.670883747,7.375,217.37,1.6929686703,4.5,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33722,33722,3540,30,23,26,144,300000.0,83.452263433,7.375,212.73,2.2742178006,4.7,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33723,33723,3540,31,23,26,144,300000.0,88.467633428,7.375,200.67,1.8506891663,4.7,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33724,33724,3540,32,23,26,144,300000.0,95.383623469,7.375,186.12,1.1041627602,5.0,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33725,33725,3540,33,23,26,144,300000.0,98.342565921,7.375,180.52,0.8368586627,5.0,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33726,33726,3540,34,23,26,144,300000.0,102.41015287,7.375,173.35,-0.314447747,5.8,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33727,33727,3540,35,23,26,144,300000.0,109.52433833,7.375,162.09,-2.805844087,6.5,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33728,33728,3540,36,23,26,144,300000.0,117.1956694,7.375,151.48,-3.516567987,7.8,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33729,33729,3540,37,23,26,144,299907.81,115.73097205,7.375,153.35,-4.146710947,9.0,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33730,33730,3540,38,23,26,144,299907.81,111.78021392,7.375,158.77,-3.339549297,9.5,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33731,33731,3540,39,23,26,144,299907.81,112.21133387,7.375,158.16,-0.241080652,10.0,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33732,33732,3540,40,23,26,144,299907.81,113.61208991,7.375,156.21,1.5859655122,9.8,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33733,33733,3540,41,23,26,144,299907.81,110.19088889,7.375,161.06,2.6824968062,9.9,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33734,33734,3540,42,23,26,144,299907.81,110.23195382,7.375,161.0,3.0294986398,9.4,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33735,33735,3540,43,23,26,144,299907.81,113.73586622,7.375,156.04,2.6941105489,9.4,0,1,0,0,300000.0,688,80.0,7.375,221.91,0,0,0
33736,33736,3540,44,23,26,144,299858.24,117.58273945,7.375,150.91,1.8755149375,9.2,0,1,0,0,300000.0,688,80.0,7.375,221.91,1,0,1
33737,33737,3541,26,23,26,144,525000.0,73.937139049,6.375,225.1,2.1513648831,4.7,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33738,33738,3541,27,23,26,144,525000.0,74.838122218,6.375,222.39,2.3617217155,4.4,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33739,33739,3541,28,23,26,144,525000.0,75.764783539,6.375,219.67,1.2291722496,4.6,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33740,33740,3541,29,23,26,144,525000.0,76.566453512,6.375,217.37,1.6929686703,4.5,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33741,33741,3541,30,23,26,144,525000.0,78.236496968,6.375,212.73,2.2742178006,4.7,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33742,33742,3541,31,23,26,144,524999.06,82.93825784,6.375,200.67,1.8506891663,4.7,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33743,33743,3541,32,23,26,144,524999.06,89.421986894,6.375,186.12,1.1041627602,5.0,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33744,33744,3541,33,23,26,144,524999.06,92.195990476,9.0,180.52,0.8368586627,5.0,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33745,33745,3541,34,23,26,144,524999.06,96.009346413,9.0,173.35,-0.314447747,5.8,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33746,33746,3541,35,23,26,144,524999.05,102.67888138,8.0,162.09,-2.805844087,6.5,0,0,1,0,525000.0,627,75.0,6.375,221.91,0,0,0
33747,33747,3541,36,23,26,144,524999.05,109.87074124,8.0,151.48,-3.516567987,7.8,0,0,1,0,525000.0,627,75.0,6.375,221.91,1,0,1
33748,33748,3542,26,23,26,144,304000.0,93.653709462,8.25,225.1,2.1513648831,4.7,0,0,1,0,304000.0,608,95.0,8.25,221.91,0,0,0
33749,33749,3542,27,23,26,144,304000.0,94.794954809,8.25,222.39,2.3617217155,4.4,0,0,1,0,304000.0,608,95.0,8.25,221.91,0,0,0
33750,33750,3542,28,23,26,144,304000.0,95.968725816,8.25,219.67,1.2291722496,4.6,0,0,1,0,304000.0,608,95.0,8.25,221.91,0,0,0
33751,33751,3542,29,23,26,144,304000.0,96.984174449,8.25,217.37,1.6929686703,4.5,0,0,1,0,304000.0,608,95.0,8.25,221.91,0,0,0
33752,33752,3542,30,23,26,144,304000.0,99.099562826,8.25,212.73,2.2742178006,4.7,0,0,1,0,304000.0,608,95.0,8.25,221.91,0,1,2
33753,33753,3543,26,23,26,144,70667.9,98.398914287,10.875,225.1,2.1513648831,4.7,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33754,33754,3543,27,23,26,144,70613.37,99.521130212,10.875,222.39,2.3617217155,4.4,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33755,33755,3543,28,23,26,144,70529.7,100.63403867,10.875,219.67,1.2291722496,4.6,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33756,33756,3543,29,23,26,144,70443.75,101.57491732,10.875,217.37,1.6929686703,4.5,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33757,33757,3543,30,23,26,144,70355.44,103.66032332,10.875,212.73,2.2742178006,4.7,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33758,33758,3543,31,23,26,144,70264.7,109.74844143,10.875,200.67,1.8506891663,4.7,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33759,33759,3543,32,23,26,144,70171.46,118.1710473,10.875,186.12,1.1041627602,5.0,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33760,33760,3543,33,23,26,144,70075.67,121.67057197,10.875,180.52,0.8368586627,5.0,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33761,33761,3543,34,23,26,144,69977.26,126.52510406,10.875,173.35,-0.314447747,5.8,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33762,33762,3543,35,23,26,144,69876.16,135.11900051,10.875,162.09,-2.805844087,6.5,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33763,33763,3543,36,23,26,144,69772.3,144.36813919,10.875,151.48,-3.516567987,7.8,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33764,33764,3543,37,23,26,144,69665.58,142.38954183,10.875,153.35,-4.146710947,9.0,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33765,33765,3543,38,23,26,144,69555.91,137.31222605,10.875,158.77,-3.339549297,9.5,0,0,1,0,70800.0,617,100.0,10.875,221.91,0,0,0
33766,33766,3543,39,23,26,144,69518.69,137.76805882,10.875,158.16,-0.241080652,10.0,0,0,1,0,70800.0,617,100.0,10.875,221.91,1,0,1
33767,33767,3544,26,23,26,144,159920.0,78.866281653,8.5,225.1,2.1513648831,4.7,0,0,1,0,159920.0,648,80.0,8.5,221.91,0,0,0
33768,33768,3544,27,23,26,144,159920.0,79.827330366,8.5,222.39,2.3617217155,4.4,0,0,1,0,159920.0,648,80.0,8.5,221.91,0,0,0
33769,33769,3544,28,23,26,144,159920.0,80.815769108,8.5,219.67,1.2291722496,4.6,0,0,1,0,159920.0,648,80.0,8.5,221.91,0,0,0
33770,33770,3544,29,23,26,144,159920.0,81.670883747,8.5,217.37,1.6929686703,4.5,0,0,1,0,159920.0,648,80.0,8.5,221.91,0,0,0
33771,33771,3544,30,23,26,144,159920.0,83.452263433,8.5,212.73,2.2742178006,4.7,0,0,1,0,159920.0,648,80.0,8.5,221.91,1,0,1
33772,33772,3545,26,23,26,144,505813.0,78.757288602,8.5,225.1,2.1513648831,4.7,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33773,33773,3545,27,23,26,144,505813.0,79.717009147,8.5,222.39,2.3617217155,4.4,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33774,33774,3545,28,23,26,144,505813.0,80.704081869,8.5,219.67,1.2291722496,4.6,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33775,33775,3545,29,23,26,144,505813.0,81.558014741,8.5,217.37,1.6929686703,4.5,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33776,33776,3545,30,23,26,144,505813.0,83.336932564,8.5,212.73,2.2742178006,4.7,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33777,33777,3545,31,23,26,144,505813.0,88.345371327,8.5,200.67,1.8506891663,4.7,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33778,33778,3545,32,23,26,144,505813.0,95.251803483,8.5,186.12,1.1041627602,5.0,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33779,33779,3545,33,23,26,144,505813.0,98.206656682,9.25,180.52,0.8368586627,5.0,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33780,33780,3545,34,23,26,144,505813.0,102.26862223,9.25,173.35,-0.314447747,5.8,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
33781,33781,3545,35,23,26,144,505813.0,109.3729759,8.5,162.09,-2.805844087,6.5,0,1,0,0,506513.0,596,80.0,8.5,221.91,0,0,0
